,User-id,Tweet
1291,ElainaCScott,"All offices, hell, every desk needs a doggo companion https://t.co/swuTuG2eh0 https://t.co/47sipsAEk6"
1292,CharonRichards2,@thereidout @JulianCastro @CD6Nury…🫵🏽👉🏽: #Racist #falseflag #DogWhistles #ChristoFascism #RaceBaiting #CRT #BlackLivesMatter #Haterisms…Put’s you on👉🏽 ‘Clear &amp; Present Danger List’: Like Leonard Leo’s Mitch @LeaderMcConnell ‘Dark Filthy Money #Sellout of #EqualRights #Democracynow’‼️
1293,bbbabylion22,อ่ะ อีสันดานหมา กุ #BlackLivesMatter แต่กุไม่ได้ให้มึงมาเหยียดชนชาติกุอีกทีจ้า https://t.co/mA7iv0eXE7
1294,lilalmondeyes,#BlackLivesMatter #JaheimMcMillan #DefundThePolice
1295,miiiiikala,@tyea_tyea Have one👀
1296,my0dotorg,Debunking anti- #BlackLivesMatter propaganda https://t.co/64AmKnI9x0
1297,miiiiikala,Like fr I’m starting to think I’m the problem https://t.co/VtoPVZme26
1298,miiiiikala,Nigga still cheated sooooo https://t.co/StoXd5GpAQ
1299,say_the_names,Sean Bell #BlackLivesMatter
1300,gavensbertmya,"Black ppl been gettin gunned down by white ppl for decades ( we kno they don’t like us )… so for the life of me. Can someone please explain to me why black people are killing black people .. WHO DOES THE BLACK LIFE MATTER TO ? &gt;
#BlackLivesMatter  ????"
1301,Ray3pps,#BlackLivesMatter https://t.co/bllY2wpL32
1302,Soulracmusic,#blackpantherparty #BlackTwitter #Black #BlackLivesMatter #blackliberation #blackempowerment #BlackHistoryMonth #blackhistory
1303,makeupgirl706,Uh…Hello! 💯 https://t.co/Jv31DGZjIL
1304,ElainaCScott,"xD

https://t.co/ajdecYQXky"
1305,IDLIVA,"@ColdisLogic @AMPMTALK @Wtfagain5 @LitmanChelley @electroboyusa You really are special. I show you that White racist domestic terrorists were the ones that started the violence @ #BlackLivesMatter protest &amp; come back with a picture of a Black man that ran over someone to prove what? 

You seem kinda slow."
1306,magicianMAGA3,"Just so we’re clear 🗣️#WhiteLivesMatter 
#BlackLivesMatter 
#asianlivesmatter
#hispaniclives 
We ALL matter

Oh and I’m black 🤷🏿‍♂️ 
@RealCandaceO @kanyewest"
1307,Tdubz100,"Dump @paypal they fascist AF 

#bankruptpaypal #culture #society #diversity #equality #love #art #passion #trueself #self-expression #socialnorms #parenting #career #education #technology #rights #blm #blacklivesmatter #LGBT #climatechange #equality #justice #instagood #comm… https://t.co/M8xJXeChJY"
1308,SanhitaCH,"27 years in NHS … last 12 years as a consultant… wore my Saree (first time at work) to @BLMKPartnership health inequalities workshop and felt like a million dollars …and my colleague Julia Robson joined me ….celebrating Equality in Diversity 
#BlackLivesMatter https://t.co/JdqGRTyuBK"
1309,MathildeMuse,Check out DBQE Podcast's video! #TikTok https://t.co/1CgjPz4J1A
1310,miiiiikala,Seeing my male friends treat women right🥺 makes me have hope&gt;&gt;&gt;
1311,JadeAnouka,"Its #NationalComingOutDay
despite what some think coming out is still a THING for many. Yes as a society we’ve come a long way but not far enough
I came out as Bi publicly in 2020
It was the height of covid &amp; #BlackLivesMatter protests &amp; I wanted to take a stand with all QTPOC 🏳️‍🌈"
1312,Matthew68532297,I'm all for black population increase because their genetics are better and they have a bigger dick 😈🍆🍑 #bnwo #BlackLivesMatter #blackisbigger
1313,Jasamgurlie,"@MagaliDMathias @JarettSays Back off, I saw him first!!!"
1314,Donotgetmestar1,"Everyone wants equality until it doesn't benefit them.
#antiwhite #antiblack #homophobia #Equality #FactsMatter #Wokeness #safespace #Tuesday #EnoughlsEnough #WhiteLivesMatter #AllLivesMatter #BlackLivesMatter"
1315,leesah_zimbo,"#FreeUpBlackPeople✊🏿
#BLM
#BlackLivesMatter
#Blackhistorymonth2022

@BeeNubian @OfficialJoyous @Blackexp1London https://t.co/b2jpta4eLv"
1316,yRr3hS,#BlackLivesMatter https://t.co/M805HAVEvb
1317,BostonMike14,So instead of talking about #WhiteLivesMatter and #BlackLivesMatter and how one is responsible for hundreds of deaths and one is not or how one doesn’t help anyone with its 80million so let’s not talk like adults but yell louder and call people names and ban them! Weird right???
1318,IDLIVA,@ColdisLogic #BlackLivesMatter #BidenWon https://t.co/01VEZnUP7f
1319,jAmilhOneSty,WAKE UP!!! (SPREAD LOVE ) @jAmilhOneSty x krazyfingaz feat. RELL Click link below https://t.co/yD90xLMGGL fist #blacklivesmatter #nojusticenopeace #jamilhonesty #krazyfingaz #blackpower #hiphopsoul #boombaphiphop #rell #soulmusic #icantbreathe
1320,makeupgirl706,@JSAIN360 @KWCosby Dangerously foolish words from a person who doesn’t understand basic Civics… https://t.co/k8mmbSDccT
1321,CarlJShoemaker1,"@freedomspeech50 But #BlackLivesMatter matter less to you
They are the ones being murdered and unfairly jailed"
1322,makeupgirl706,"@PtaTwhouse08 @JSAIN360 @KWCosby Wow!  Don’t listen to this guy.  So bizarre to hear a black man say ‘Don’t Vote Dem’.  
The Repug folks are advocating against College debt relief because it ‘unfairly’ is helping Black People with generational wealth.  

Out Loud honey! #SelfHatredIsAHelluvaDrug"
1323,ElainaCScott,@heyhanawu Nooooooooo!!! 😭😭😭
1324,OldMainBell,"DING ding &amp; ding Ding^ Ding... Ding* DING^ DING Ding Ding, Ding. ding? #PennState #BlackLivesMatter #JusticeForAll"
1325,leeann_xcx,@emptyestate good morning
1326,valerie4sj,"Did you know guns is the #1 killer of kids? 

Did you know 110 people die everyday by gun and many more are injured? 

Text Ready to 644 333 to help us save lives. 

Text Love to 644 33 to learn more! 
#momsdemandaction
#blacklivesmatter
#everytown
#StudentsDemandAction https://t.co/nvuOM11Sku"
1327,ChartHits64,"The Fray - How To Save A Life

#Music #Love #Peace #BlackLivesMatter #YouTube #Spotify
https://t.co/6nyCLlS0S7"
1328,ElainaCScott,@MrPaulBae Whoooooo is he??
1329,MisterSaturn123,@housegoblin Cringe for thee but not for me
1330,ElainaCScott,@heyhanawu Hana!! Never fuck around and find out! Lol 😂🤣😂😂
1331,ElainaCScott,@theestallion https://t.co/EVA1RBU3X3
1332,BlackThanos22,@jromeGarrett @iamrhondamary @JeffOnTheRight Don't nobody give a fuck about that organization. It's #blacklivesmatter til we 6 feet deep ✊🏿
1333,ElainaCScott,@joerussotweets Yay!!!
1334,crystal_plicker,"@TCAPSNews the Junior racist at Traverse City West Middle School harassed other students and only they were punished for standing up to him.   Do #blacklivesmatter to the teachers, principal, superintendent?"
1335,COMA387Group3,Why does Google fetishize the state by harassing BlackLivesMatter?
1336,ChartHits64,"Mel &amp; Kim - Respectable

#Music #Love #Peace #BlackLivesMatter #YouTube #Spotify
https://t.co/NXfWrP3SIb"
1337,DrPCJustice,"That white millionaire is morally completely bankrupt. Also, her evil PR orcs said she should play ""nice"" now.

Here is your ugly, true face. Please, GO AWAY. You don't have the right to speak for anybody, especially for us!!!

#GretaThunberg #BlackLivesMatter #ClimateAction https://t.co/Saf0QjjCfW https://t.co/6DYusRfDtR"
1338,christopheleon,"Une belle et développée critique de Missié, paru chez @editionsdeux , par Lisez Jeunesse : https://t.co/DHubMjnMaJ
#christopheleon #barrouxillustrations #editionsdeux #blacklivesmatter #romanjeunesse #livre #segregation #bookstagram #book #litteraturejeunesse #georgestinney https://t.co/cTmbAvNYWZ"
1339,angieezya,love mr west but WHAT THE FUCK
1340,crystal_plicker,"@TCAPSNews the Junior racist at Traverse City West Middle School harassed other students, who stood up to him and only they were punished.   Teachers, principal have been letting this go on awhile.  How about Superintendent?  Do #BlackLivesMatter in Michigan?"
1341,RonChapmanAtty,Death sentence for Black Death row inmate stands despite all white jurors who wanted to “keep bloodlines pure” #BLM #innocenceproject #wrongfulconviction #BlackLivesMatter #racialjustice #allyship #WrongfulConvictionDay https://t.co/OpwvTK83ud #
1342,bermudawlw,@HELEBING_ I’ll start the petition now
1343,SGT_LOMAX,"Just wondering when the ""All Lives Matter"" crew are gonna speak out on Kanye's ""White Lives Matter"" hoody, I'll wait! #AllLivesMatter #BlackLivesMatter #WhiteLivesMatter"
1344,PrincessBlackL4,"‘Foreigners don’t contribute’. Uh Huh:

MILLIONS to the economy👉🏾https://t.co/FgYhqISTNh

Show COMPASSION👉🏾https://t.co/KV1M3fHKLL

🎻Da Haitians Da Hations🎻WE (🇧🇸) played no part in RUINING da NATION?? OUR kids = VIOLENT/AGGRESSIVE/ODD👉🏾https://t.co/5QgoAftLvN
@antonioguterres"
1345,PrincessBlackL4,"Haitians don’t contribute. Hmm??:

My mother was a maid = Work permit.
My father was a handyman = Work permit

65cents aka 0 &amp; not $65,000,000 from WORK PERMITS??
👉🏾https://t.co/EhENmF9VUo

&amp; Parents SHOPPED weekly/back-to-school, PAID bills = Helping the ECONOMY
@antonioguterres"
1346,ChartHits64,"Julie Covington - Don't Cry For Me Argentina

#Music #Love #Peace #BlackLivesMatter #YouTube #Spotify
https://t.co/glaqeAFbfq"
1347,say_the_names,Brendon Glenn #BlackLivesMatter
1348,milocold,"@kaynewest these are the repercussions that MY family &amp; others have to deal w/ due to ur stupid mouth. Ur cause is BS b/c children are now potential collateral damage. #Ye now has something in common w/ homegrown #Terrorists 
#kayneWest #WhiteLivesMatter #BlackLivesMatter #BLM https://t.co/dIqvzmLqM1"
1349,timacheson,🤦‍♂️ Why so silent #BlackLivesMatter? https://t.co/0Zwc7uSykn
1350,miiiiikala,@tyea_tyea @therealnopixxs AND OKAY🤣 I got my shit squared away
1351,KTMinistries,"📣 New Podcast! ""The Benefit Package 42/ The Gift of Value"" on @Spreaker #ambassadorship #blacklivesmatter #citizenship #cnn #dailybread #dnc #economics #education #findyourhappy #foxnews #gop #government #kingship #media #pontifex #potus #priesthood https://t.co/0VFvmMIE8o"
1352,MOXLOSLLC,"Where is BLM? LeBron? Biden?

Do black lives really matter? 

https://t.co/uUuZ0wEvhr

#BLM #BlackLivesMatter #AllLivesMatter #BlueLivesMatter #LetsGoBrandon https://t.co/xbwKzwKxMb"
1353,AUC31,"Prosecutor drops charges against Adnan Syed in 1999 murder of ex-girlfriend Hae Min Lee - if you think it can't happen to you - #BlackLivesMatter
Did 20,years based on lies and omissions - that covered for a serial killer to continue
https://t.co/BdKu2ikOcZ"
1354,flatfoursubie,@Bengals @boutdat_23 Mixon had a good game. Why not give him the ball OR kick the danm ball.
1355,Drs1AngryBMBC,@AjaforCongress @tariqnasheed @MsJuicyGenius @dwannb @blaccxyz_ @GRE8TBLACKSHARK #FBA #b1 @TheBlackChannel @JudgeJoeBrownTV #ComingOutDay #BLACKPINK #BLEACH #Black_Day #BlackLivesMatter #BlackOwned #WomanKing #boycottbet https://t.co/XUkigYrTIv
1356,tbasharks,"Wed Aug 19 2020 Portland, Oregon - Police shove press and legal observers, then release tear gas WATCH: https://t.co/1yYkEqWUw0 #PortlandOregon #PPD #blacklivesmatter #blm #defundthepolice #abolishthepolice"
1357,ReneNow,#BlackLivesMatter #msnbc https://t.co/UrzKJs75gr
1358,TaffyLGotora,"NATO launched more than 10,000 air raids on Libya in 2011 with over 500,000 Civilian Casualities. When they were questioned about civilian Casualities they insisted that it was collateral damages and that it happens in wars. #BlackLivesMatter #AfricanLivesMatter
@Africa_Archives https://t.co/zpggvpm6mY"
1359,undergradwoman,#Breaking Excellent News that I’m just waking up to while watching #PriceIsRight: Prosecutors drop charges against #AdnanSyed! #BlackLivesMatter  https://t.co/i3k9S9FMXe
1360,doubledickulous,".@Nike You say #BlackLivesMatter but #PhilKnight just gave $1 million to @ChristineDrazan, a GOP idiot and traitor who pushes trump's Big Lie. He doesn't care about Oregon, he only cares about himself."
1361,EqualityNHSL,"In recognition of #BlackHistoryMonth we're spotlighting important and #inspirational people of #BlackAfrican and #Caribbean roots. one of our personal inspirations is @JackieKayPoet @BhmUK @NHSLanarkshire 
 @StaffCareNHSL #BlackLivesMatter #poets https://t.co/PdiRFsKSPZ"
1362,JomToadgeist,"@michelsforgov Somebody (we think #BlackLivesMatter?) burned a derelict mattress factory, set a garbage truck on fire &amp; topped a confederate statue!  
Sorry my bad it was only a bunch of white #Republicans trying to overthrow U.S.government #MoveAlongHome 

https://t.co/NVs7rwpgMF"
1363,langu_mabunda,@Vutlhari_M @DinhoMashele I didn’t get a call😭🥲
1364,SuperBulletWill,@Romulus_Himself @TheKnightMask97 Def sounds like a trap spongebob remix
1365,KIKIREYES10,#Morganville #white #privileged #people want to #kill #blackwildboar #gtfoh they disturb your yards. They where here before you! Go back to #Manhattan #BlackLivesMatter for some reason anything #Black #scares #white #privilege #people #Stop https://t.co/gsR3oqAYBG
1366,miiiiikala,@tyea_tyea @therealnopixxs At all. I literally told her I can take them three days ahead cause imma already be up that way and everything and just book her appointment after me she is lying to y’all do not entertain her😂
1367,KaeyaGodek69,@myslozbir Kurwa black femboy w nicku a białas ns awatarze toć jest najbardziej obraźliwy akt rasizmu jaki widziałem powinien się wstydzić jebany naziol i w pokucie zrobić każdemu osobie czarnoskórej loda #BlackLivesMatter
1368,Crome00025,@dope_dealers_ #BlackLivesMatter
1369,Supereal,"Why do black people, jews and Muslims tolerate this in the US? It's so bad on so many levels... 
@KamalaHarris
@AOC
#Antisemitism #AntiBlackRacism #racism #Midterms2022 #Midterms2022 #jews #Democrats  #Republicans #BlackLivesMatter https://t.co/307ZQscAAz"
1370,rageagainstkage,@3Thumbz OPE LMFAO
1371,IDNTGETBTCHES,Bitches with blacklivesmatter.carrd still in they bio give the best neck
1372,BlackLivesNews1,"Black Human Struggle #BlackLivesMatter is far from over. If you like our service:

Support Black History and Black Education NOW with only 2 or 8 USD per month:

https://t.co/ONibD0l3Eo"
1373,ElainaCScott,@JoshuaConkel https://t.co/sWFtJHazG0
1374,lucy_grimshaw9,!!! https://t.co/vgILZ2mHYg
1375,SanFrangela,"@Fatsamuraii_ @KCReginaldJr @kanyewest We’ll that’s what the term all lives matters means. It means to make America white again. When people say Black Lives Matter, they’re not saying ONLY black lives. White lives always matter but black lives don’t matter to people today #BlackLivesMatter #FuckYourWhiteLivesMatterBS"
1376,ElainaCScott,@KishofDeath @HeckinGoodDogs 😄
1377,miiiiikala,@tyea_tyea @therealnopixxs And I sent her a shordy in Dover she literally has availability open the day before alla way up til like 9 pm she’s being dramatic
1378,miiiiikala,@tyea_tyea @therealnopixxs Tyea she’s lying bro. I’m getting my hair done by Bri too and I literally told daya I would take our wigs and we book our appointments back to back she doesn’t listen
1379,Jasamgurlie,@CMontclaire45 *was
1380,LateCheck,@SnkrsStock So Nike makes HBCU sneakers for the first time and limits the stock preventing black alumni from purchasing? 🖕🏾🖕🏾 NIKE #BlackTwitter #hbcu #BlackLivesMatter @HBCUGameday @HBCUPrideNation @CP3 @KingJames @StephenCurry30 #NIKEDunklow @CAU_MBasketball @CAU @Nike
1381,Tdubz100,"Facts, @zubymusic

But more like society has become emotionally weak and mentally unstable due to victimhood mentality.

#blm #blacklivesmatter #LGBT #climatechange #equality #justice #instagood #community #follow #love #healthy #life #free #motivation #inspiration #blm #bla… https://t.co/sOqznPquvc"
1382,Tdubz100,"Yo, why are demokkkrats so racist??? 

#blm #blacklivesmatter #LGBT #climatechange #equality #justice #instagood #community #follow #love #healthy #life #free #motivation #inspiration #politics #democrats #republican #libertarian #democracy #vote #America #joebiden #capitali… https://t.co/jLiyfM93pX"
1383,ok_long,#Latino #LatinoAmerica #BlackTwitter #BlackLivesMatter #Democrats #racism #Hispanics https://t.co/mL0lH1UY4n
1384,ozmarck,@judgejeffjones @guppebek @jefjef420 @F1mech @DisgustedNav @fastpitstop I think exactly the same as @guppebek . #BlackLivesMatter is a joke. What about the others. Its only an agenda that victimize the black people. https://t.co/PTVeRZ5yGv
1385,Jasamgurlie,I…🌊 https://t.co/xQ3sNdXlwW
